"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K015","Transports i serveis relacionats","Autobusos nocturns","424623.007","4585976.696","424531.13","4585775.729","2.096893","41.419995","NITBUS -N10--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","431280.989","4589067.366","431189.052","4588866.368","2.176206","41.448429","BUS -V29--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430779.991","4588608.043","430688.058","4588407.05","2.170261","41.444249","BUS -V27--",8,49,"Nou Barris","Canyelles",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430817.784","4582805.204","430725.849","4582604.264","2.171378","41.391989","NITBUS -N1-N2-N3--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432040.32","4581711.21","431948.373","4581510.28","2.186123","41.38224","NITBUS -N8-N28--",1,3,"Ciutat Vella","la Barceloneta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","434224.995","4585907.8","434133.029","4585706.831","2.211792","41.420219","NITBUS -N11--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K014","Transports i serveis relacionats","Autobusos diürns","432554.245","4586732.095","432462.295","4586531.118","2.191709","41.427505","BUS -34-126-H8-V31--",9,61,"Sant Andreu","la Sagrera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431598.711","4590596.372","431506.771","4590395.36","2.179836","41.462227","NITBUS -N3--",8,55,"Nou Barris","Ciutat Meridiana",,
"K014","Transports i serveis relacionats","Autobusos diürns","432097.54","4584415.461","432005.594","4584214.506","2.186504","41.406601","BUS -62--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","432334.006","4589469.343","432242.059","4589268.341","2.188766","41.452139","BUS -62-96-97-104--",8,53,"Nou Barris","la Trinitat Nova",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428106.989","4584477.365","428015.079","4584276.411","2.138758","41.406811","NITBUS -N5--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","433330.062","4588026.887","433238.105","4587825.898","2.20085","41.439231","BUS -11-42-60-H4--",9,59,"Sant Andreu","el Bon Pastor",,
"K014","Transports i serveis relacionats","Autobusos diürns","429762.977","4585856.966","429671.053","4585655.998","2.158408","41.419383","BUS -24--",7,37,"Horta-Guinardó","el Carmel",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428989.494","4585952.893","428897.577","4585751.925","2.149142","41.420179","NITBUS -N5--",6,29,"Gràcia","el Coll",,
"K014","Transports i serveis relacionats","Autobusos diürns","426736.69","4582318.403","426644.792","4582117.469","2.122627","41.387243","BUS -67-75-L14-L79--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","432560.329","4584511.335","432468.378","4584310.379","2.192029","41.407504","BUS -H12--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","426123.994","4582956.456","426032.102","4582755.516","2.115222","41.392933","BUS -63-78-V5--",4,21,"Les Corts","Pedralbes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428404.263","4578658.173","428312.349","4578457.272","2.143003","41.354427","NITBUS -N1--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","427815.999","4584769.168","427724.092","4584568.211","2.135242","41.409413","BUS -123--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431427.157","4582728.509","431335.216","4582527.57","2.178675","41.39135","NITBUS -N11-N4--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430574.689","4588671.906","430482.758","4588470.912","2.167797","41.444807","NITBUS -N6--",8,49,"Nou Barris","Canyelles",,
"K014","Transports i serveis relacionats","Autobusos diürns","433160.878","4582906.288","433068.921","4582705.347","2.199391","41.393098","BUS -59-92-H16-V27--",10,67,"Sant Martí","la Vila Olímpica del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431451.921","4582853.317","431359.98","4582652.377","2.178957","41.392477","NITBUS -N4--",2,5,"Eixample","el Fort Pienc",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428529.989","4582440.532","428438.075","4582239.596","2.144059","41.388504","NITBUS -N3--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","433384.59","4585895.796","433292.632","4585694.827","2.201737","41.420042","BUS -33-B24-H10--",10,73,"Sant Martí","la Verneda i la Pau",,
"K014","Transports i serveis relacionats","Autobusos diürns","430039.002","4586014.174","429947.075","4585813.205","2.161693","41.420823","BUS -119--",7,37,"Horta-Guinardó","el Carmel",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429029.336","4584395.286","428937.418","4584194.332","2.149802","41.406154","NITBUS -N4--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","428688.248","4586245.778","428596.334","4586044.807","2.145503","41.42279","BUS -19--",7,38,"Horta-Guinardó","la Teixonera",,
"K014","Transports i serveis relacionats","Autobusos diürns","431821.018","4583429.162","431729.074","4583228.216","2.183307","41.397694","BUS -6-V21--",2,5,"Eixample","el Fort Pienc",,
"K014","Transports i serveis relacionats","Autobusos diürns","431309.072","4585164.244","431217.133","4584963.282","2.176986","41.413278","BUS -19-45-47-50-51-117-H8-191--",7,35,"Horta-Guinardó","el Guinardó",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428144.726","4580976.527","428052.815","4580775.605","2.139625","41.375284","NITBUS -N14-N2-N28--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","428332.507","4577805.007","428240.593","4577604.114","2.142246","41.346736","BUS -21--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428155.221","4582441.349","428063.31","4582240.413","2.139577","41.388478","NITBUS -N0--",4,19,"Les Corts","les Corts",,
"K014","Transports i serveis relacionats","Autobusos diürns","431570.009","4586535.68","431478.068","4586334.706","2.179953","41.425652","BUS -V27--",9,62,"Sant Andreu","el Congrés i els Indians",,
"K014","Transports i serveis relacionats","Autobusos diürns","430080.228","4586967.609","429988.301","4586766.631","2.162076","41.429414","BUS -87--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","431020.501","4584036.84","430928.564","4583835.889","2.173662","41.403099","BUS -BCTE--",2,6,"Eixample","la Sagrada Família",,
"K014","Transports i serveis relacionats","Autobusos diürns","426554.001","4583843.66","426462.106","4583642.712","2.120257","41.400963","BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","429227.795","4587368.879","429135.876","4587167.897","2.151827","41.432953","BUS -V21--",7,41,"Horta-Guinardó","la Vall d'Hebron",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429301.001","4582183.694","429209.08","4581982.76","2.15331","41.386259","NITBUS -N12--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428929.994","4583233.236","428838.077","4583032.293","2.14875","41.395679","BUS -27-D40--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433556.992","4584926.544","433465.032","4584725.584","2.203907","41.411326","NITBUS -N11--",10,71,"Sant Martí","Provençals del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","426999.01","4580698.411","426907.11","4580497.492","2.12596","41.372676","BUS -LH2--",3,17,"Sants-Montjuïc","Sants - Badal",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431230.571","4584779.111","431138.633","4584578.153","2.176091","41.409803","NITBUS -N0--",2,6,"Eixample","la Sagrada Família",,
"K016","Transports i serveis relacionats","Autobus a l'aeroport","429801.639","4581583.75","429709.713","4581382.822","2.159367","41.3809","AEROBUS -A1-A2--",2,10,"Eixample","Sant Antoni",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428211.988","4585871.096","428120.078","4585670.129","2.139849","41.419373","NITBUS -N4--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","428143.09","4583834.673","428051.18","4583633.725","2.139266","41.401026","BUS -V13--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","430247.004","4585076.509","430155.075","4584875.548","2.16429","41.412396","BUS -55-114--",7,33,"Horta-Guinardó","el Baix Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","426877.007","4583297","426785.108","4583096.057","2.124187","41.396069","BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","430738.964","4588575.127","430647.031","4588374.134","2.169774","41.443949","BUS -D40--",8,49,"Nou Barris","Canyelles",,
"K014","Transports i serveis relacionats","Autobusos diürns","426269.995","4581342.126","426178.102","4581141.201","2.117165","41.378407","BUS -H8--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","428202.001","4581678.223","428110.09","4581477.294","2.140227","41.381609","BUS -115--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","430249.001","4586141.606","430157.072","4585940.636","2.164191","41.421989","BUS -117--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","430603.005","4587482.223","430511.073","4587281.24","2.168272","41.434094","BUS -122--",8,47,"Nou Barris","Can Peguera",,
"K014","Transports i serveis relacionats","Autobusos diürns","431500.002","4580629.559","431408.06","4580428.639","2.179784","41.372452","BUS -V11--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","426346.996","4581406.517","426255.102","4581205.592","2.118078","41.378994","BUS -54--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","427467.348","4586909.187","427375.445","4586708.21","2.130814","41.428656","BUS -185--",7,39,"Horta-Guinardó","Sant Genís dels Agudells",,
"K014","Transports i serveis relacionats","Autobusos diürns","432163.999","4580436.444","432072.051","4580235.526","2.187745","41.370769","BUS -39-V15--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","424476.67","4585748.073","424384.794","4585547.108","2.095171","41.417922","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","424669.185","4586581.95","424577.308","4586380.977","2.09737","41.425451","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430050.871","4580058.552","429958.942","4579857.638","2.162523","41.367185","BUS -150--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","425934.509","4585599.859","425842.62","4585398.895","2.112632","41.416723","BUS -111--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427907.511","4576071.19","427815.601","4575870.314","2.137373","41.331083","BUS -21-109--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","427190.98","4575978.509","427099.076","4575777.634","2.128822","41.330183","BUS -109-110--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","431845.002","4590530.957","431753.06","4590329.945","2.182792","41.461659","BUS -62-76-97--",8,56,"Nou Barris","Vallbona",,
"K014","Transports i serveis relacionats","Autobusos diürns","425889.889","4582629.719","425797.999","4582428.782","2.112462","41.389969","BUS -54-113--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","432492.949","4584189.83","432400.999","4583988.877","2.191259","41.404602","BUS -7--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","428415.991","4579315.045","428324.077","4579114.138","2.143065","41.360344","BUS -13--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","431214.784","4588056.174","431122.847","4587855.186","2.175529","41.439316","BUS -50-51-76-80-81--",8,52,"Nou Barris","la Prosperitat",,
"K014","Transports i serveis relacionats","Autobusos diürns","429785.518","4581801.247","429693.592","4581600.317","2.159149","41.382857","BUS -50-H12--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","433705.324","4586208.613","433613.363","4586007.641","2.205541","41.422886","BUS -H10-143--",10,73,"Sant Martí","la Verneda i la Pau",,
"K014","Transports i serveis relacionats","Autobusos diürns","429882.989","4583251.137","429791.063","4583050.193","2.160146","41.395924","BUS -22-24--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","432173","4582973.045","432081.053","4582772.103","2.187568","41.393616","BUS -H14--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431441.001","4586223.464","431349.061","4586022.492","2.178444","41.422829","NITBUS -N1-N4--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","427890.882","4581002.263","427798.973","4580801.341","2.136587","41.375493","BUS -50-D20--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","429075.989","4583175.943","428984.07","4582975","2.150503","41.395176","BUS -V13--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","429493.03","4582635.713","429401.107","4582434.775","2.155554","41.390347","BUS -63--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428384.97","4580412.943","428293.057","4580212.026","2.142565","41.37023","NITBUS -N1-N13-N15-N16-N17-N18--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429484.324","4581998.402","429392.401","4581797.47","2.155524","41.384606","NITBUS -N12--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
